user_id,spent_money,items_quantity,recommendation_percentage
76561198069343523,709.29,71,96%
76561198069345005,6443.55,645,98%
76561198069345625,709.29,71,96%
76561198069347999,79.96,4,100%
76561198069348231,6443.55,645,98%
76561198069349373,25662.88,1712,95%
76561198069349427,99.9,10,90%
76561198069350369,1739.1299999999999,87,94%
76561198069350865,0.0,18,72%
76561198069352409,2.99,1,100%
76561198069354991,0.0,41,83%
76561198069362299,25662.88,1712,95%
76561198069366851,2258.87,113,99%
76561198069368699,0.0,21,62%
76561198069380670,709.29,71,96%
76561198069386778,374.25,75,99%
76561198069386796,219.89,11,100%
76561198069389098,2399.6,40,88%
76561198069389279,6443.55,645,98%
76561198069391222,219.78,22,100%
76561198069394050,219.78,22,100%
76561198069396183,6443.55,645,98%
76561198069398872,59.97,3,100%
76561198069398972,6443.55,645,98%
76561198069399406,2258.87,113,99%
76561198069399556,6443.55,645,98%
76561198069399868,0.0,8,100%
76561198069400306,6443.55,645,98%
76561198069400418,6443.55,645,98%
76561198069400532,149.85,15,100%
76561198069401187,3938.0299999999997,197,97%
76561198069401376,6443.55,645,98%
76561198069402268,6443.55,645,98%
76561198069403744,24.950000000000003,5,100%
76561198069404035,6443.55,645,98%
76561198069406035,4877.5599999999995,244,99%
76561198069406706,2997.0,300,98%
76561198069408519,429.57,43,98%
76561198069409336,199.89999999999998,10,100%
76561198069409932,4877.5599999999995,244,99%
76561198069410187,6443.55,645,98%
76561198069410951,79.96,4,100%
76561198069411847,6443.55,645,98%
76561198069412017,6443.55,645,98%
76561198069413109,219.78,22,100%
76561198069413913,25662.88,1712,95%
76561198069416147,6443.55,645,98%
76561198069417899,179.91,9,100%
76561198069419555,4.99,1,100%
76561198069422455,3.99,1,100%
76561198069433643,9.99,1,no recommendation
76561198069434061,259.87,13,100%
76561198069436379,409.59000000000003,41,98%
76561198069456026,6443.55,645,98%
76561198069462173,9.98,2,100%
76561198069465728,39.92,8,62%
76561198069466020,0.0,11,100%
76561198069466949,6443.55,645,98%
76561198069467646,0.0,12,58%
76561198069468988,6443.55,645,98%
76561198069470026,884.41,59,97%
76561198069470642,6443.55,645,98%
76561198069471061,3868.7099999999996,129,98%
76561198069471150,99.9,10,90%
76561198069472808,219.78,22,100%
76561198069475649,2997.0,300,98%
76561198069475678,6443.55,645,98%
76561198069476398,19.98,2,100%
76561198069476443,6443.55,645,98%
76561198069477746,6443.55,645,98%
76561198069478009,6443.55,645,98%
76561198069478280,6443.55,645,98%
76561198069478667,3938.0299999999997,197,97%
76561198069478872,1739.1299999999999,87,94%
76561198069479321,439.89000000000004,11,100%
76561198069479694,1739.1299999999999,87,94%
76561198069480379,25662.88,1712,95%
76561198069480581,1739.1299999999999,87,94%
76561198069480948,0.0,31,97%
76561198069481873,0.0,329,91%
76561198069484929,1739.1299999999999,87,94%
76561198069485775,2258.87,113,99%
76561198069485960,339.66,34,97%
76561198069486326,6443.55,645,98%
76561198069487879,1739.1299999999999,87,94%
76561198069488221,6443.55,645,98%
76561198069488645,0.0,25,88%
76561198069490393,0.0,329,91%
76561198069490905,1739.1299999999999,87,94%
76561198069491539,6443.55,645,98%
76561198069491937,38.97,3,100%
76561198069492897,1739.1299999999999,87,94%
76561198069493115,179.91,9,100%
76561198069493443,6443.55,645,98%
76561198069495135,179.91,9,100%
76561198069497305,6443.55,645,98%
76561198069497557,709.29,71,96%
76561198069497679,1399.3,70,100%
76561198069499893,6443.55,645,98%
76561198069503623,1739.1299999999999,87,94%
76561198069511271,25662.88,1712,95%
76561198069513927,6443.55,645,98%
76561198069519489,6443.55,645,98%
76561198069524640,29.98,2,100%
76561198069525691,25662.88,1712,95%
76561198069528513,0.0,329,91%
76561198069530577,6443.55,645,98%
76561198069530670,59.97,3,100%
76561198069530720,79.96,4,100%
76561198069531795,4877.5599999999995,244,99%
76561198069534556,6443.55,645,98%
76561198069535013,6443.55,645,98%
76561198069535219,219.78,22,100%
76561198069536565,29.97,3,100%
76561198069537041,1739.1299999999999,87,94%
76561198069537911,709.29,71,96%
76561198069538135,6443.55,645,98%
76561198069538518,2997.0,300,98%
76561198069540375,6443.55,645,98%
76561198069540724,6443.55,645,98%
76561198069541258,1739.1299999999999,87,94%
76561198069541487,0.0,102,86%
76561198069541689,6443.55,645,98%
76561198069542088,0.0,58,95%
76561198069542203,29.97,3,100%
76561198069543256,25662.88,1712,95%
76561198069543579,0.0,6,100%
76561198069543705,25662.88,1712,95%
76561198069543922,6443.55,645,98%
76561198069544099,89.91,9,89%
76561198069545441,149.85,15,100%
76561198069545595,2997.0,300,98%
76561198069545708,709.29,71,96%
76561198069546341,644.57,43,93%
76561198069546973,0.0,25,88%
76561198069547848,6443.55,645,98%
76561198069548029,709.29,71,96%
76561198069548916,54.89,11,73%
76561198069550465,79.96,4,100%
76561198069550616,3868.7099999999996,129,98%
76561198069550718,2438.7799999999997,122,97%
76561198069551296,6443.55,645,98%
76561198069552266,1739.1299999999999,87,94%
76561198069555139,149.85,15,100%
76561198069555349,6443.55,645,98%
76561198069559073,6443.55,645,98%
76561198069560699,1739.1299999999999,87,94%
76561198069561067,89.91,9,89%
76561198069561794,6443.55,645,98%
76561198069561883,54.89,11,73%
76561198069564123,1739.1299999999999,87,94%
76561198069566821,23.92,8,100%
76561198069567009,6443.55,645,98%
76561198069568011,709.29,71,96%
76561198069574961,6443.55,645,98%
76561198069578096,6443.55,645,98%
76561198069580458,1739.1299999999999,87,94%
76561198069583386,4877.5599999999995,244,99%
76561198069590255,209.86,14,71%
76561198069590294,6443.55,645,98%
76561198069590590,159.84,16,94%
76561198069591712,709.29,71,96%
76561198069591770,1739.1299999999999,87,94%
76561198069592972,6443.55,645,98%
76561198069593452,0.0,43,86%
76561198069594647,6443.55,645,98%
76561198069595502,259.74,26,100%
76561198069596114,25662.88,1712,95%
76561198069596262,4877.5599999999995,244,99%
76561198069597252,54.89,11,73%
76561198069598294,0.0,58,95%
76561198069599200,2997.0,300,98%
76561198069599272,6443.55,645,98%
76561198069600169,0.0,2,100%
76561198069601308,9.99,1,100%
76561198069601638,6443.55,645,98%
76561198069602743,25662.88,1712,95%
76561198069603533,709.29,71,96%
76561198069603544,6443.55,645,98%
76561198069603865,6443.55,645,98%
76561198069604128,259.74,26,100%
76561198069606418,6443.55,645,98%
76561198069606687,0.0,329,91%
76561198069607020,179.91,9,100%
76561198069609203,0.0,43,86%
76561198069609576,6443.55,645,98%
76561198069613919,0.0,27,96%
76561198069614103,19.99,1,100%
76561198069614338,6443.55,645,98%
76561198069614399,199.89999999999998,10,100%
76561198069615116,339.66,34,100%
76561198069615457,709.29,71,96%
76561198069616106,854.4300000000001,57,96%
76561198069616181,4877.5599999999995,244,99%
76561198069616193,19.99,1,100%
76561198069616842,6443.55,645,98%
76561198069617323,709.29,71,96%
76561198069617542,1739.1299999999999,87,94%
76561198069617739,1739.1299999999999,87,94%
76561198069618123,709.29,71,96%
76561198069618369,6443.55,645,98%
76561198069618446,9.99,1,100%
76561198069618584,1739.1299999999999,87,94%
76561198069618900,559.7199999999999,28,100%
76561198069619801,19.99,1,100%
76561198069620329,6443.55,645,98%
76561198069620444,6443.55,645,98%
76561198069621555,6443.55,645,98%
76561198069622431,6443.55,645,98%
76561198069622661,6443.55,645,98%
76561198069623107,374.25,75,99%
76561198069623753,4877.5599999999995,244,99%
76561198069624911,6443.55,645,98%
76561198069625198,6443.55,645,98%
76561198069625360,2997.0,300,98%
76561198069625441,224.85,15,100%
76561198069625553,6443.55,645,98%
76561198069626515,1739.1299999999999,87,94%
76561198069628153,6443.55,645,98%
76561198069629590,6443.55,645,98%
76561198069630767,1739.1299999999999,87,94%
76561198069631393,89.91,9,89%
76561198069634071,6443.55,645,98%
76561198069634527,279.85999999999996,14,100%
76561198069636321,6443.55,645,98%
76561198069638681,19.98,2,100%
76561198069640077,5.99,1,100%
76561198069640318,1739.1299999999999,87,94%
76561198069642414,0.0,131,85%
76561198069644041,6443.55,645,98%
76561198069644815,39.92,8,62%
76561198069645811,89.91,9,89%
76561198069647457,6443.55,645,98%
76561198069649770,224.85,15,100%
76561198069649976,219.78,22,100%
76561198069652350,6443.55,645,98%
76561198069656553,2729.0899999999997,91,98%
76561198069659994,6443.55,645,98%
76561198069661602,29.97,3,100%
76561198069663383,6443.55,645,98%
76561198069666936,139.92999999999998,7,100%
76561198069667524,709.29,71,96%
76561198069667672,6443.55,645,98%
76561198069667926,4877.5599999999995,244,99%
76561198069668002,6443.55,645,98%
76561198069668522,39.92,8,62%
76561198069668850,1739.1299999999999,87,94%
76561198069669916,6443.55,645,98%
76561198069670044,3599.1000000000004,90,91%
76561198069670860,0.0,54,91%
76561198069671417,6443.55,645,98%
76561198069671744,4877.5599999999995,244,99%
76561198069672900,6443.55,645,98%
76561198069673484,6443.55,645,98%
76561198069673952,25662.88,1712,95%
76561198069674760,6443.55,645,98%
76561198069674997,4877.5599999999995,244,99%
76561198069675156,709.29,71,96%
76561198069677320,6443.55,645,98%
76561198069677446,339.66,34,100%
76561198069678158,25662.88,1712,95%
76561198069678796,1739.1299999999999,87,94%
76561198069679264,1739.1299999999999,87,94%
76561198069680374,6443.55,645,98%
76561198069681136,1739.1299999999999,87,94%
76561198069682192,884.41,59,97%
76561198069683479,0.0,329,91%
76561198069683661,6443.55,645,98%
76561198069683837,6443.55,645,98%
76561198069686889,219.78,22,100%
76561198069687323,1739.1299999999999,87,94%
76561198069687708,6443.55,645,98%
76561198069688312,4877.5599999999995,244,99%
76561198069688395,0.0,54,91%
76561198069688746,2997.0,300,98%
76561198069690973,139.92999999999998,7,86%
76561198069691721,119.92,8,100%
76561198069691889,6298.95,105,84%
76561198069694509,6443.55,645,98%
76561198069695042,6443.55,645,98%
76561198069695772,0.0,18,72%
76561198069698647,1739.1299999999999,87,94%
76561198069699666,644.57,43,93%
76561198069708131,6443.55,645,98%
76561198069711169,6443.55,645,98%
76561198069713121,6443.55,645,98%
76561198069719171,25662.88,1712,95%
76561198069724396,4877.5599999999995,244,99%
76561198069726986,0.0,11,64%
76561198069737496,6443.55,645,98%
76561198069741256,259.74,26,100%
76561198069744999,25662.88,1712,95%
76561198069746097,709.29,71,96%
76561198069747448,25662.88,1712,95%
76561198069748387,709.29,71,96%
76561198069749806,6443.55,645,98%
76561198069750142,2258.87,113,99%
76561198069751282,379.80999999999995,19,100%
76561198069751836,6443.55,645,98%
76561198069752135,1739.1299999999999,87,94%
76561198069754179,259.74,26,100%
76561198069754223,1121.4,15,93%
76561198069754255,25662.88,1712,95%
76561198069755218,6443.55,645,98%
76561198069755416,89.91,9,89%
76561198069755545,139.92999999999998,7,100%
76561198069756225,1739.1299999999999,87,94%
76561198069757525,1739.1299999999999,87,94%
76561198069757872,6443.55,645,98%
76561198069758351,119.92,8,88%
76561198069758467,6443.55,645,98%
76561198069758759,709.29,71,96%
76561198069758889,1739.1299999999999,87,94%
76561198069759298,2258.87,113,99%
76561198069759826,6443.55,645,98%
76561198069761514,1739.1299999999999,87,94%
76561198069763631,99.9,10,100%
76561198069765771,1739.1299999999999,87,94%
76561198069766765,1739.1299999999999,87,94%
76561198069768427,6443.55,645,98%
76561198069773997,6443.55,645,98%
76561198069776693,1739.1299999999999,87,94%
76561198069778377,4877.5599999999995,244,99%
76561198069789227,1739.1299999999999,87,94%
76561198069796860,6443.55,645,98%
76561198069798488,6443.55,645,98%
76561198069803572,0.0,131,85%
76561198069809036,6443.55,645,98%
76561198069812039,6443.55,645,98%
76561198069813208,39.98,2,100%
76561198069814992,6443.55,645,98%
76561198069816424,6443.55,645,98%
76561198069817020,1739.1299999999999,87,94%
76561198069817222,709.29,71,96%
76561198069817373,2997.0,300,98%
76561198069821156,6443.55,645,98%
76561198069821382,6443.55,645,98%
76561198069821673,6443.55,645,98%
76561198069824038,6443.55,645,98%
76561198069824547,6443.55,645,98%
76561198069825076,6443.55,645,98%
76561198069826772,6443.55,645,98%
76561198069826862,6443.55,645,98%
76561198069827380,6443.55,645,98%
76561198069828684,179.91,9,100%
76561198069831198,49.95,5,100%
76561198069831555,39.92,8,62%
76561198069834301,19.99,1,100%
76561198069834813,6443.55,645,98%
76561198069834839,25662.88,1712,95%
76561198069835430,1739.1299999999999,87,94%
76561198069836953,6443.55,645,98%
76561198069837638,209.86,14,71%
76561198069839491,2997.0,300,98%
76561198069839577,1739.1299999999999,87,94%
76561198069839946,25662.88,1712,95%
76561198069840992,4877.5599999999995,244,99%
76561198069841997,259.74,26,100%
76561198069842728,25662.88,1712,95%
76561198069843775,99.9,10,90%
76561198069844129,209.86,14,71%
76561198069846649,25662.88,1712,95%
76561198069850212,25662.88,1712,95%
76561198069853915,25662.88,1712,95%
76561198069853931,1739.1299999999999,87,94%
76561198069856314,4877.5599999999995,244,99%
76561198069857551,6443.55,645,98%
76561198069858151,4877.5599999999995,244,99%
76561198069859005,219.78,22,100%
76561198069881634,6443.55,645,98%
76561198069882850,2399.6,40,88%
76561198069886978,139.92999999999998,7,100%
76561198069893848,15.98,2,50%
76561198069894047,1739.1299999999999,87,94%
76561198069894344,709.29,71,96%
76561198069894550,6443.55,645,98%
76561198069896099,6443.55,645,98%
76561198069896338,29.97,3,67%
76561198069896420,6443.55,645,98%
76561198069896675,179.91,9,100%
76561198069898048,6443.55,645,98%
76561198069901936,6443.55,645,98%
76561198069902636,6443.55,645,98%
76561198069902871,54.89,11,73%
76561198069903436,1739.1299999999999,87,94%
76561198069904393,29.97,3,100%
76561198069905372,6443.55,645,98%
76561198069905727,239.88,12,100%
76561198069905737,6443.55,645,98%
76561198069905942,6443.55,645,98%
76561198069906058,19.98,2,100%
76561198069906450,824.45,55,73%
76561198069907540,429.57,43,98%
76561198069908016,884.41,59,97%
76561198069910440,6443.55,645,98%
76561198069911736,709.29,71,96%
76561198069917462,1739.1299999999999,87,94%
76561198069917494,2258.87,113,99%
76561198069918969,49.95,5,100%
76561198069920415,25662.88,1712,95%
76561198069920673,6443.55,645,98%
76561198069921017,6443.55,645,98%
76561198069921440,0.0,329,91%
76561198069922351,1739.1299999999999,87,94%
76561198069925288,6443.55,645,98%
76561198069925377,1739.1299999999999,87,94%
76561198069925739,6443.55,645,98%
76561198069928683,1739.1299999999999,87,94%
76561198069930839,59.96,4,100%
76561198069931339,19.98,2,100%
76561198069933277,4877.5599999999995,244,99%
76561198069934081,149.85,15,100%
76561198069934735,25662.88,1712,95%
76561198069938642,0.0,82,89%
76561198069938853,1739.1299999999999,87,94%
76561198069944203,1549.3799999999999,62,94%
76561198069949953,90.93,7,100%
76561198069950562,379.62,38,100%
76561198069951085,0.0,31,97%
76561198069961369,4877.5599999999995,244,99%
76561198069961445,24.950000000000003,5,100%
76561198069965060,59.96,4,100%
76561198069969015,6443.55,645,98%
76561198069972237,6443.55,645,98%
76561198069972819,6443.55,645,98%
76561198069975694,1739.1299999999999,87,94%
76561198069983488,709.29,71,96%
76561198069984656,709.29,71,96%
76561198069986620,709.29,71,96%
76561198069986876,6443.55,645,98%
76561198069987074,2997.0,300,98%
76561198069987808,6443.55,645,98%
76561198069988094,0.0,98,96%
76561198069988708,13.98,2,100%
76561198069989472,6443.55,645,98%
76561198069989802,6443.55,645,98%
76561198069989946,149.85,15,100%
76561198069991578,25662.88,1712,95%
76561198069992023,219.89,11,100%
76561198069992058,25662.88,1712,95%
76561198069992604,1739.1299999999999,87,94%
76561198069992668,6443.55,645,98%
76561198069993286,409.59000000000003,41,98%
76561198069993608,6443.55,645,98%
76561198069995284,1739.1299999999999,87,94%
76561198069996401,9.99,1,100%
76561198069996415,6443.55,645,98%
76561198069997145,49.95,5,100%
76561198070001015,1739.1299999999999,87,94%
76561198070001073,359.82,18,100%
76561198070002083,709.29,71,96%
76561198070003143,25662.88,1712,95%
76561198070004371,79.96,4,75%
76561198070007121,6443.55,645,98%
76561198070008640,59.97,3,100%
76561198070009309,9.99,1,100%
76561198070011469,6443.55,645,98%
76561198070011877,4877.5599999999995,244,99%
76561198070012335,9.99,1,100%
76561198070015638,6443.55,645,98%
76561198070015725,4877.5599999999995,244,99%
76561198070016671,6443.55,645,98%
76561198070018671,25662.88,1712,95%
76561198070022613,149.85,15,100%
76561198070023401,6443.55,645,98%
76561198070026987,709.29,71,96%
76561198070029001,6443.55,645,98%
76561198070055811,359.82,18,100%
76561198070059992,149.85,15,100%
76561198070060140,6443.55,645,98%
76561198070062057,49.95,5,100%
76561198070064725,1739.1299999999999,87,94%
76561198070065344,4877.5599999999995,244,99%
76561198070066041,0.99,1,100%
76561198070068911,499.74999999999994,25,100%
